date,price in usd per troy oz,price in eur per troy oz,price in jpy per troy oz,price in gbp per troy oz,price in cad per troy oz,price in chf per troy oz
8/6/1980,627.8,378.3,"141,578.00",264.3,726.3,"1,024.10"
8/7/1980,629.5,381.7,"142,816.20",265.6,732.7,"1,039.90"
8/8/1980,630,382.1,"142,898.20",265.6,730.1,"1,041.10"
8/11/1980,617,374.8,"138,793.70",260.1,712.8,"1,012.30"
8/12/1980,605,367.2,"136,668.60",254.9,711.1,"1,006.30"
8/13/1980,615.3,373.5,"137,968.40",258.9,713.6,"1,012.90"
8/14/1980,626,381.2,"139,857.30",263.4,722.1,"1,025.00"
8/15/1980,624.5,380,"141,214.90",262.3,725.5,"1,030.20"
8/18/1980,612.3,374.4,"137,902.20",258.1,708.8,"1,006.80"
8/19/1980,624,382.5,"139,299.30",264.4,722.7,"1,030.80"
8/20/1980,634.8,388.6,"139,604.70",268,722.5,"1,032.60"
8/21/1980,645.3,395.4,"143,909.80",272.3,742.9,"1,060.10"
8/22/1980,639.2,393.7,"143,087.00",270.1,741.1,"1,071.50"
8/25/1980,639.2,393.7,"143,087.00",270.1,741.1,"1,071.50"
8/26/1980,628.9,386.8,"137,957.30",264.2,728.8,"1,045.90"
8/27/1980,633.9,389.5,"139,056.50",265.1,732.6,"1,051.90"
8/28/1980,635.3,388.4,"138,170.20",265.9,732.8,"1,042.20"
8/29/1980,631.3,386.5,"138,824.30",263.4,733.3,"1,045.00"
9/1/1980,628.8,384.2,"136,452.80",261.2,724.2,"1,030.20"
9/2/1980,640,389.7,"136,488.80",264.6,730.2,"1,034.20"
9/3/1980,636.8,387.3,"137,972.00",263.6,736.9,"1,037.10"
9/4/1980,647.3,393.6,"138,292.70",267.6,740.5,"1,037.90"
9/5/1980,651,396.9,"141,116.70",269.7,752.7,"1,057.00"
9/8/1980,672,409,"143,066.00",277.9,768.3,"1,071.80"
9/9/1980,670.5,408.5,"146,073.20",279.3,783.5,"1,100.60"
9/10/1980,686.5,418,"148,590.60",285.7,796.5,"1,118.40"
9/11/1980,674,410.2,"144,974.40",279.4,786.1,"1,102.00"
9/12/1980,685.5,417.8,"147,776.40",283.9,804.8,"1,130.90"
9/15/1980,666.5,406.8,"142,944.90",278.1,782.9,"1,097.70"
9/16/1980,668,408.1,"141,324.00",279.9,778.5,"1,092.10"
9/17/1980,673,410.5,"143,718.90",281.3,794.3,"1,105.50"
9/18/1980,672,411.8,"143,560.70",281.8,787.5,"1,106.40"
9/19/1980,674,414.1,"142,223.30",282.5,786.6,"1,109.10"
9/22/1980,710,437.7,"150,001.80",295.4,814.8,"1,158.40"
9/23/1980,711,439.6,"157,145.60",295.9,837.2,"1,197.30"
9/24/1980,710.5,436.1,"152,676.70",296.1,829.2,"1,170.10"
9/25/1980,697.8,429.1,"151,344.40",290.9,822.4,"1,159.30"
9/26/1980,698.8,431.2,"147,442.40",292.1,814,"1,146.60"
9/29/1980,679.3,420.6,"145,891.80",284.2,805.4,"1,137.00"
9/30/1980,666.8,412.8,"141,296.40",279.3,783.9,"1,107.60"
10/1/1980,682,421.5,"141,606.60",285.2,794.5,"1,116.40"
10/2/1980,665.8,412.1,"140,546.80",278.9,791.9,"1,112.50"
10/3/1980,660.5,409,"139,145.80",276.5,782.8,"1,102.50"
10/6/1980,675.5,415.8,"139,592.50",281.7,783,"1,097.00"
10/7/1980,678.2,418.7,"141,894.00",283.5,793,"1,114.30"
10/8/1980,677,417.6,"140,550.30",282.9,786.8,"1,106.10"
10/9/1980,690,426,"142,340.90",287.9,795,"1,115.60"
10/10/1980,685.3,422.8,"142,828.40",285.1,796,"1,118.30"
10/13/1980,679.8,420,"141,545.70",281.8,795,"1,120.80"
10/14/1980,668.5,414.5,"139,221.50",277.6,784.5,"1,108.90"
10/15/1980,678,422,"140,155.40",281.6,787,"1,114.40"
10/16/1980,674,420.1,"140,202.30",278.8,785.2,"1,111.60"
10/17/1980,670.5,420.3,"139,040.80",277.6,778.8,"1,107.10"
10/20/1980,657,415.5,"138,580.10",270.4,775,"1,100.90"
10/21/1980,652.5,412.8,"135,711.20",267.9,761.6,"1,081.10"
10/22/1980,660,417.9,"138,129.50",271.1,769.3,"1,096.20"
10/23/1980,634.5,401.2,"136,617.80",259.8,759.1,"1,078.50"
10/24/1980,633,401,"132,163.10",259.4,731.9,"1,052.00"
10/27/1980,637.3,406.4,"135,406.70",261.4,742.1,"1,077.30"
10/28/1980,631.8,405.2,"134,566.70",259.3,741,"1,078.20"
10/29/1980,644,411.8,"135,210.10",263.8,754.9,"1,091.80"
10/30/1980,642.5,412.7,"135,442.50",263.5,757.8,"1,101.10"
10/31/1980,629,404.9,"134,300.00",258.2,748,"1,088.50"
11/3/1980,640.5,414.6,"133,752.00",262.1,747.6,"1,089.00"
11/4/1980,646,418.1,"135,858.20",263.2,765.6,"1,114.30"
11/5/1980,652,427.2,"137,919.40",266.5,774.9,"1,141.60"
11/6/1980,632,414.5,"134,094.50",259.2,752.6,"1,107.10"
11/7/1980,596,392.9,"128,831.30",246.5,715.7,"1,053.90"
11/10/1980,612.5,395.3,"129,406.40",255.9,729.8,"1,085.30"
11/11/1980,598.5,385.2,"126,397.90",250.2,708.2,"1,024.30"
11/12/1980,619.5,400.1,"130,869.30",256.7,725.9,"1,051.50"
11/13/1980,622,400.3,"131,199.40",257.2,729.5,"1,049.60"
11/14/1980,612.5,396.5,"131,130.90",254.8,730.2,"1,054.60"
11/17/1980,611.8,401.3,"129,952.60",255.4,724.3,"1,056.70"
11/18/1980,619,403.9,"131,417.40",258.7,732,"1,062.40"
11/19/1980,629.8,408.6,"133,528.90",264.9,745,"1,076.30"
11/20/1980,630.5,410.7,"135,517.90",264.3,753.1,"1,093.90"
11/21/1980,634.8,415.5,"136,186.80",269,755.5,"1,101.10"
11/24/1980,631,412.8,"135,490.30",269.5,755.2,"1,099.90"
11/25/1980,616.3,402.5,"131,045.80",261.6,728,"1,059.80"
11/26/1980,623,407.9,"135,375.40",263.1,743.1,"1,083.50"
11/27/1980,622,408,"133,802.70",263,735.1,"1,077.80"
11/28/1980,619.8,406.7,"134,552.90",262.8,738.7,"1,082.00"
12/1/1980,635,419.2,"138,487.40",270.3,757.6,"1,114.40"
12/2/1980,627,414.6,"135,647.20",267.6,747.5,"1,101.00"
12/3/1980,627.3,414,"134,034.30",267.4,748.6,"1,098.90"
12/4/1980,631.5,417.5,"133,718.40",269.4,754,"1,109.20"
12/5/1980,617,410.9,"131,101.90",263.6,741.4,"1,099.00"
12/8/1980,617.3,411.2,"128,210.40",263.3,734.9,"1,091.80"
12/9/1980,604,406,"128,057.60",258.5,733.7,"1,097.10"
12/10/1980,579,393.3,"124,870.50",247.4,712.4,"1,082.30"
12/11/1980,558,381.1,"120,593.50",240.9,688.8,"1,048.70"
12/12/1980,562.8,382.2,"116,463.70",242.2,665.9,"1,004.50"
12/15/1980,579,389.7,"121,254.30",248.1,696.3,"1,048.20"
12/16/1980,561,384.4,"116,983.10",243,677.3,"1,025.60"
12/17/1980,575.5,388.9,"119,386.70",247.2,690.2,"1,029.30"
12/18/1980,573.5,388.8,"120,905.90",246.5,694.2,"1,042.90"
12/19/1980,575,379.7,"116,881.90",240.4,668.3,"1,012.40"
12/22/1980,594.8,397.7,"123,245.00",252.9,706.9,"1,053.10"
12/23/1980,602.5,399.2,"125,076.00",254.2,717.8,"1,062.60"
12/24/1980,602.5,398.5,"125,372.90",253.4,718.7,"1,063.20"
12/25/1980,602.5,398.5,"125,372.90",253.4,718.7,"1,063.20"
12/26/1980,602.5,398.5,"125,372.90",253.4,718.7,"1,063.20"
12/29/1980,593.8,396,"124,461.50",251,714.7,"1,065.20"
12/30/1980,589.8,391.8,"119,290.00",246.6,697.3,"1,032.10"
12/31/1980,589.8,392.4,"119,823.10",246.7,703.7,"1,047.80"
1/1/1981,589.8,392.4,"119,823.10",246.7,703.7,"1,047.80"
1/2/1981,589.8,396.1,"119,311.00",247.6,704,"1,057.00"
1/5/1981,597.5,395.3,"118,058.80",247.3,703.8,"1,040.10"
1/6/1981,599.3,395.3,"119,568.30",247.1,711.6,"1,045.50"
1/7/1981,585,387.9,"118,325.60",242.4,698.5,"1,037.40"
1/8/1981,574.8,384.4,"115,599.00",239,681.4,"1,020.00"
1/9/1981,577.8,388.9,"117,681.70",241.1,688.6,"1,040.20"
1/12/1981,562,379,"115,027.70",234.3,670.6,"1,016.20"
1/13/1981,562.8,383,"114,930.00",235.6,673.5,"1,024.90"
1/14/1981,556.5,377.6,"114,080.40",232.2,668,"1,015.50"
1/15/1981,571.5,388.7,"114,213.20",238,674.3,"1,027.70"
1/16/1981,560.8,382.6,"114,044.90",234.3,670.4,"1,022.90"
1/19/1981,566.8,386.5,"112,923.80",235.5,664.7,"1,020.10"
1/20/1981,562,382.8,"113,072.70",232.3,670.4,"1,024.80"
1/21/1981,578,391.8,"114,796.90",238,684.2,"1,042.40"
1/22/1981,564,387.8,"113,836.50",234.7,675.6,"1,040.50"
1/23/1981,553,381.4,"111,798.90",229.8,656.9,"1,014.80"
1/26/1981,528.5,367.7,"107,948.90",218.7,630.7,981.9
1/27/1981,524,366.8,"104,700.70",217.9,615.8,966.4
1/28/1981,523.5,368.9,"107,229.70",217.3,625.6,986.8
1/29/1981,493.8,349.4,"103,306.30",205.9,605.2,961.5
1/30/1981,506.5,363.3,"104,952.00",214,605.7,979.8
2/2/1981,493.5,353.4,"100,151.80",210.1,588.6,948
2/3/1981,486.3,351.3,"102,062.50",206.8,598.3,967.5
2/4/1981,505,361.6,"102,337.20",214.2,602.1,968.3
2/5/1981,498.5,361.2,"100,865.30",213,595.2,966.2
2/6/1981,500.5,361.9,"103,180.00",213.5,606.1,981.6
2/9/1981,512.5,371,"105,068.40",219,616,999.5
2/10/1981,519.5,377.3,"105,555.90",222.3,619.8,"1,009.60"
2/11/1981,501,364.4,"102,998.40",214.3,604.1,987.3
2/12/1981,490.3,361.7,"101,267.70",211.7,591.9,984.4
2/13/1981,491.5,367.4,"102,263.00",215.1,591.3,994.1
2/16/1981,490.3,372.2,"100,981.80",217.2,587,996.3
2/17/1981,500.8,373.5,"103,046.90",221.2,601.1,994.7
2/18/1981,505,375.1,"103,545.10",222.8,603.4,997.8
2/19/1981,503.3,367.5,"104,616.70",220.2,606.3,973.2
2/20/1981,511.5,366.9,"106,505.10",221.4,614.5,971.5
2/23/1981,501.5,362.2,"105,563.20",223.3,605.8,964.3
2/24/1981,503,365,"104,280.00",225.2,603.5,966.1
2/25/1981,500.5,362.3,"104,838.90",224.6,605.1,969
2/26/1981,492,357.8,"102,888.60",221,594.4,963.3
2/27/1981,489,358,"102,819.80",221.8,588.6,962.6
3/2/1981,465.5,344.5,"100,101.00",213.5,570.9,942.8
3/3/1981,471,348.9,"97,213.10",213.5,560.7,923.5
3/4/1981,465.5,341.6,"99,196.60",211.7,571.5,926.5
3/5/1981,461.5,339.1,"95,484.80",209.4,549,888.5
3/6/1981,467,343.3,"96,443.10",212.9,553.8,902.3
3/9/1981,474.3,346.2,"97,568.20",214.2,566.6,915.3
3/10/1981,487.3,353.3,"100,117.80",218.6,579.7,931.6
3/11/1981,476.3,347.2,"98,723.10",214.7,569.3,922.9
3/12/1981,478,348,"99,071.30",215.4,572.4,925.1
3/13/1981,492,357.7,"102,236.70",221.8,586.8,948.5
3/16/1981,499.8,360.6,"103,498.20",223.3,594.3,949.7
3/17/1981,493.3,355.2,"103,560.90",219.3,590.9,947.6
3/18/1981,506,359.9,"105,979.30",222,602.8,953.5
3/19/1981,510,360.6,"107,079.40",223.5,606.2,957.9
3/20/1981,516.8,369,"106,150.60",228.1,601.7,961.4
3/23/1981,526,381.4,"111,688.60",233.8,633.5,"1,017.50"
3/24/1981,536.3,388,"110,722.70",236.7,628.1,"1,006.50"
3/25/1981,528,382.5,"111,328.80",233.3,630.3,"1,014.90"
3/26/1981,539.5,394.1,"112,826.90",239.7,632.1,"1,025.70"
3/27/1981,538.8,396.4,"115,555.50",241.8,649.3,"1,054.90"
3/30/1981,526.5,386.4,"111,897.90",235.7,628.6,"1,017.00"
3/31/1981,513.8,375.1,"108,590.30",228.9,609.5,988.5
4/1/1981,514.3,375.2,"109,617.10",229.7,611.3,993.5
4/2/1981,519.5,380.2,"110,520.70",233.1,611.2,995
4/3/1981,523,385.6,"111,559.80",237.1,619.4,"1,012.90"
4/6/1981,533.8,398.9,"112,800.20",246.1,634.1,"1,052.90"
4/7/1981,514.3,382,"110,423.80",234.4,612.8,"1,009.40"
4/8/1981,508.5,375.3,"108,494.90",230.8,601.9,988.1
4/9/1981,503,374.2,"109,514.40",229.2,607.2,999.5
4/10/1981,493.5,368.1,"105,648.30",226.2,582,964.8
4/13/1981,473.8,356.6,"102,865.80",218.9,565.9,941.3
4/14/1981,483,362.5,"103,919.90",221.8,574.9,952.7
4/15/1981,476.3,360.6,"103,972.90",220.7,574.1,954.1
4/16/1981,482.5,365.6,"104,503.90",224,575.3,959.5
4/17/1981,482.5,365.6,"104,503.90",224,575.3,959.5
4/20/1981,482.5,365.6,"104,503.90",224,575.3,959.5
4/21/1981,481,364.9,"105,069.00",222.8,574,959.3
4/22/1981,501,376.2,"107,846.10",228.9,592.3,979.1
4/23/1981,488.5,367.7,"105,452.50",223.9,585.7,969.7
4/24/1981,494.5,374.3,"105,648.10",228.3,586.5,975.9
4/27/1981,483,365.6,"103,600.40",223.2,582.9,972.2
4/28/1981,482.8,366.3,"103,473.40",223.8,579.7,963.9
4/29/1981,477.3,365.8,"102,735.10",222.8,572.1,967.1
4/30/1981,482.8,369.7,"103,761.70",225.5,575.6,971.3
5/1/1981,487.5,373.1,"104,558.70",227.4,579.5,980
5/4/1981,487.5,373.1,"104,558.70",227.4,579.5,980
5/5/1981,476.3,374.6,"103,777.60",225.4,573.2,984.8
5/6/1981,482,377.1,"104,714.20",227.7,578.2,995.8
5/7/1981,477.8,375.5,"104,451.30",227.1,574.9,995
5/8/1981,485.8,379.2,"104,806.50",229.5,577.5,988.9
5/11/1981,493,390.8,"109,161.80",234.5,601.7,"1,040.40"
5/12/1981,484,385.6,"107,056.10",231.8,585.1,"1,011.10"
5/13/1981,484.3,385.7,"107,200.90",233,583.6,"1,011.20"
5/14/1981,476.5,382.3,"106,951.50",230.5,577.7,"1,000.90"
5/15/1981,485,389,"107,623.00",233.9,579.9,998.3
5/18/1981,481.8,384.7,"106,993.30",230.6,577.4,990.4
5/19/1981,481.5,385.3,"106,815.80",231.8,580.4,993.2
5/20/1981,479.8,382.6,"105,590.10",230.5,573.7,979.5
5/21/1981,475,382.3,"106,808.40",229.5,577.4,995
5/22/1981,472.8,380.1,"105,120.40",228.1,567.5,980.5
5/25/1981,472.8,380.1,"105,120.40",228.1,567.5,980.5
5/26/1981,466.5,376.1,"105,168.90",225.7,562.5,972.4
5/27/1981,466.8,377.8,"105,258.10",226.6,561.6,977.6
5/28/1981,479,385.3,"105,883.70",231.5,567.3,979
5/29/1981,479.3,386.1,"107,187.20",231.5,576.1,993.2
6/1/1981,483.3,389.7,"106,972.30",234.8,580.1,997.8
6/2/1981,474,387.2,"105,945.10",232.6,571.6,995
6/3/1981,475.5,387.8,"105,959.90",235.7,571.5,991.5
6/4/1981,462.5,385.8,"105,115.00",238.3,561.3,993.8
6/5/1981,460,384.5,"104,970.50",238.5,555.3,983.5
6/8/1981,473.5,394.1,"104,987.20",244,554.7,977.6
6/9/1981,460.5,383,"105,639.50",237.3,558.2,977.7
6/10/1981,465.3,382,"104,434.50",236,556.4,966.8
6/11/1981,464.3,385.8,"104,980.70",238.1,559.7,982.6
6/12/1981,472,391.8,"104,771.10",240.9,562.5,979.2
6/15/1981,471.8,384.4,"103,780.30",235.6,567.3,964.7
6/16/1981,461.5,375.7,"102,762.90",231.2,561.8,956.3
6/17/1981,461.8,375.4,"102,379.40",231.2,557.5,947.9
6/18/1981,459,376.8,"102,331.40",232.2,555.2,954.6
6/19/1981,458.3,377.8,"102,291.70",232.5,551.9,946.3
6/22/1981,462,378.4,"102,834.20",231.9,555.1,949.5
6/23/1981,466.5,381.5,"103,165.40",233.4,557.4,945.6
6/24/1981,462,380,"103,061.30",233.3,553.7,943.1
6/25/1981,446.5,370,"102,407.90",228.4,546,926.4
6/26/1981,442,365.3,"99,699.00",226.5,533.3,899.2
6/29/1981,428.8,355.1,"97,432.00",220.8,510.4,877.7
6/30/1981,426,353.4,"95,631.80",220.7,505.8,862.4
7/1/1981,422,352.3,"96,114.70",221.8,506.1,874.3
7/2/1981,414.5,346.5,"92,979.10",220,493.2,849.3
7/3/1981,414,346.3,"94,494.50",218.6,497.2,858.1
7/6/1981,403.8,341.7,"92,886.80",212.4,484.9,843.9
7/7/1981,405,341.9,"92,316.40",212.8,485,842.6
7/8/1981,397.8,339.5,"91,726.60",211.6,481.7,846
7/9/1981,406.3,346.5,"92,985.40",216.4,489.8,855.3
7/10/1981,416.5,352.2,"94,837.10",220,499.3,862.9
7/13/1981,413,346.9,"95,436.30",219.5,502.4,865.6
7/14/1981,402.3,340.9,"93,196.10",216,485.9,843.2
7/15/1981,412.3,344.8,"94,095.80",218.1,490.7,843.8
7/16/1981,418.3,349.2,"96,464.40",222.1,502.6,865
7/17/1981,415,348.4,"96,068.30",220.1,499.5,862.9
7/20/1981,412.5,349.1,"96,656.10",220.8,500.2,870
7/21/1981,406,346.5,"95,616.50",220,494.6,863.3
7/22/1981,411.5,347.8,"96,004.30",221.2,495.6,860
7/23/1981,407.8,344.7,"96,347.60",219.8,500.9,865
7/24/1981,407.5,344.9,"95,535.20",218.6,496.2,858.1
7/27/1981,408.8,345.1,"96,782.20",219.7,501.3,866
7/28/1981,401.5,339.9,"95,561.20",215.4,494.1,852.9
7/29/1981,401.5,341,"96,221.10",216.2,493.9,855.9
7/30/1981,402.3,342.1,"96,030.10",216.6,492.9,856.4
7/31/1981,406,346.9,"97,366.90",220.5,500.3,870.3
8/3/1981,392.5,341.7,"96,353.90",218,487.4,862.7
8/4/1981,391.3,341.7,"96,396.70",218.1,486.5,864.1
8/5/1981,392.4,340.5,"94,671.80",217.3,487.3,856.5
8/6/1981,393.3,342.6,"94,795.70",218.7,489.3,864.5
8/7/1981,397.3,348,"93,653.20",221.7,495.3,871.9
8/10/1981,393.8,349.6,"92,720.20",222.4,487.4,864.5
8/11/1981,401,355.4,"93,517.40",225.7,488.6,869.3
8/12/1981,417.5,361.6,"93,923.60",229.7,501.6,878.6
8/13/1981,407.3,355.2,"94,481.40",225.6,501.4,883.9
8/14/1981,413,361.9,"96,092.70",228.8,504.5,899.4
8/17/1981,411.5,356.5,"94,033.40",225.8,500.6,888.7
8/18/1981,420,362.3,"96,673.80",229.6,513.3,918.2
8/19/1981,431.5,373.4,"99,856.50",235.5,524.5,940.6
8/20/1981,429,368.3,"98,482.70",230.7,522,927
8/21/1981,429.5,365.9,"97,417.60",228.9,516.3,912.5
8/24/1981,422,361.4,"97,910.00",226.9,517.5,919.8
8/25/1981,409.8,356,"94,661.50",224.7,498.3,892.6
8/26/1981,414,355.5,"95,049.40",224.5,500.8,887.2
8/27/1981,411.8,353.7,"95,821.30",223.6,502.6,890.1
8/28/1981,425,362.5,"97,572.70",229.9,511.2,906.7
8/31/1981,425,362.5,"97,572.70",229.9,511.2,906.7
9/1/1981,421.5,359.9,"97,588.70",229.9,508.7,911.4
9/2/1981,430,364.8,"99,063.60",233.4,515.2,926.8
9/3/1981,436.5,368.7,"100,249.40",236.6,520.4,923.5
9/4/1981,439.5,369.8,"101,152.90",238.5,527.3,923.8
9/7/1981,436.5,368.7,"100,883.10",240.1,523.5,921.1
9/8/1981,439,372,"100,990.90",244.6,521.4,919.2
9/9/1981,436.8,369.7,"102,008.70",245.2,526.7,916
9/10/1981,451.5,378.6,"102,665.10",250.2,534.9,918.8
9/11/1981,448.3,376,"103,615.60",252.1,538.9,919.7
9/14/1981,451.3,377.3,"105,122.70",252.8,548,931.2
9/15/1981,456,373.3,"102,671.10",248.4,546,910.2
9/16/1981,449,363.5,"102,027.80",242.8,540.1,892
9/17/1981,459,367.1,"103,308.70",250.3,548.5,893.9
9/18/1981,447,356.8,"101,024.90",243.6,535.9,869.7
9/21/1981,463.5,363,"103,035.30",250,548.2,878
9/22/1981,462,368.3,"104,374.00",252.2,550.9,901.8
9/23/1981,456.5,367.5,"104,516.10",251.9,548.4,899.8
9/24/1981,446.3,362.9,"103,119.00",249.4,539.8,888.9
9/25/1981,450.5,367.6,"103,820.30",252.2,541,890.3
9/28/1981,421.5,344.7,"98,754.90",235.5,514.3,841.3
9/29/1981,431.8,350.2,"100,113.60",240.5,520,848.1
9/30/1981,428.8,349.9,"99,122.90",237.5,514.4,842.4
10/1/1981,436.8,356.5,"101,463.60",238.5,524.6,856.6
10/2/1981,435,352.3,"100,619.70",239.1,521.4,838.3
10/5/1981,441.3,354.3,"100,646.40",238.5,529,833.8
10/6/1981,443,356.7,"99,321.80",239.5,521.1,827.5
10/7/1981,445.5,357.1,"101,547.70",238.4,533.2,835.7
10/8/1981,443.3,354.4,"100,450.00",234.2,530,827.2
10/9/1981,453.5,364,"103,387.60",242.3,549.7,844.3
10/12/1981,449.5,355.7,"102,767.90",240.1,539.5,827.5
10/13/1981,443.3,354.1,"101,146.30",237.9,531.4,824.4
10/14/1981,444.3,357.1,"101,749.70",239.8,534.6,829.5
10/15/1981,446.7,359.8,"103,005.60",241.4,536,835
10/16/1981,443.8,356.6,"101,245.30",240.5,526.7,823
10/19/1981,436.7,352.6,"102,455.00",237.2,529.6,821.1
10/20/1981,437.3,353.7,"101,733.10",240.3,525.1,818
10/21/1981,429,352,"101,246.20",235.6,522.2,820.9
10/22/1981,433.8,357.1,"101,604.20",238.9,523.9,825.8
10/23/1981,432.5,355.1,"100,684.00",237.5,522,818.8
10/26/1981,426,354.8,"101,012.80",236,516.9,819.7
10/27/1981,427.4,355.3,"100,215.50",236.1,515.6,814
10/28/1981,430.8,356.2,"100,755.60",236,520.1,810.4
10/29/1981,424.5,348.7,"98,982.00",231.7,509,784.7
10/30/1981,427,347,"99,984.80",229.6,515.8,785.4
11/2/1981,430,345.8,"98,833.30",229.6,516.7,776.6
11/3/1981,428.3,344.5,"98,005.10",229,513.5,770.8
11/4/1981,431.3,345.9,"97,996.40",229.6,515.7,770.5
11/5/1981,428.5,345.7,"97,945.90",228.9,513.6,769.8
11/6/1981,428.3,346.2,"98,197.00",228.9,513.3,767.1
11/9/1981,429.8,343.5,"97,533.30",226.9,512.4,763
11/10/1981,418.5,338.3,"97,241.40",224.2,504.6,757.9
11/11/1981,412,331.3,"94,114.90",219.3,491.4,731.4
11/12/1981,411.5,330.6,"93,642.30",217.2,490.6,726
11/13/1981,412.5,332.1,"94,061.30",216.2,492,725.8
11/16/1981,404.3,327.5,"92,050.30",211.3,484.1,719.4
11/17/1981,398.8,324.6,"88,651.90",210.2,469.5,701.3
11/18/1981,403.8,327,"89,021.20",211.1,472.3,716.4
11/19/1981,401,325.3,"88,318.60",209.8,474.5,720.1
11/20/1981,401.5,327.8,"87,738.60",211.4,474.8,730.1
11/23/1981,396.8,323.4,"86,186.50",208.3,468.4,716.3
11/24/1981,399.3,323,"85,885.90",208.1,469.8,710.5
11/25/1981,409.5,331.2,"87,991.20",212.1,478.9,722.2
11/26/1981,409.5,330.5,"88,509.60",211.1,482.8,728.8
11/27/1981,411.5,331.1,"88,587.20",210.3,483.8,729.8
11/30/1981,414.5,332.9,"88,997.80",212,488.9,735.4
12/1/1981,402.5,325.7,"87,320.50",207.2,479.6,724.6
12/2/1981,406.8,327.6,"86,932.40",208.3,477,719.9
12/3/1981,416.5,337.4,"90,837.50",215.3,494.8,751.4
12/4/1981,426,343.9,"91,373.10",219.4,502.2,756.7
12/7/1981,416.8,338.2,"90,723.80",215.3,493.6,753.2
12/8/1981,415.3,338.4,"90,822.80",215.5,493.6,761.6
12/9/1981,410.3,333,"88,976.20",212.8,481.7,745.3
12/10/1981,405.5,332.1,"90,331.10",214.2,482.9,751.2
12/11/1981,409.8,336.7,"89,608.10",217.9,486.2,752.5
12/14/1981,417.5,346.1,"92,563.10",223.6,501.4,774.1
12/15/1981,413.3,338.9,"89,861.90",219.2,492.7,757.3
12/16/1981,416.8,341.8,"91,197.00",220.8,498.2,763.6
12/17/1981,416.3,341.4,"91,264.50",220.6,497.1,762.6
12/18/1981,415.8,341,"90,769.90",221.1,493.1,757.5
12/21/1981,410.5,339.2,"91,159.90",219.3,490.7,752.5
12/22/1981,399.6,330.2,"88,510.10",211.9,476.9,731
12/23/1981,400.4,330.9,"88,041.10",212,474.8,732.4
12/24/1981,400.4,329.9,"89,029.70",211.9,476.5,733.2
12/25/1981,400.4,329.9,"89,029.70",211.9,476.5,733.2
12/28/1981,400.4,329.9,"89,029.70",211.9,476.5,733.2
12/29/1981,395,325.4,"87,997.90",208.9,467.4,714.5
12/30/1981,397.5,327.5,"87,205.50",207.8,469.8,714.3
12/31/1981,397.5,327.5,"87,899.50",208.2,475.3,719.8
1/1/1982,397.5,327.5,"87,899.50",208.2,475.3,719.8
1/4/1982,395,321.3,"87,401.10",205,473.4,715.1
1/5/1982,403.5,328.3,"87,996.90",211,476.9,726
1/6/1982,401.5,326.6,"88,277.00",208.7,476.7,727.6
1/7/1982,396.5,322.6,"88,010.10",206.5,470.5,725.9
1/8/1982,400.3,325.6,"88,078.40",208.6,471.7,726.9
1/11/1982,388.3,321.8,"87,532.50",205.8,466,726.7
1/12/1982,389,322.4,"86,788.90",207.5,465.1,726.1
1/13/1982,380,315,"86,805.80",203.4,460.4,718.3
1/14/1982,374.8,310.6,"83,340.60",201.2,442.9,688
1/15/1982,379.3,314.3,"84,685.80",203,451.7,700.9
1/18/1982,373.8,312.4,"83,344.50",198.5,442,683.7
1/19/1982,375.3,313.6,"84,695.80",198,450.3,697.7
1/20/1982,371.5,310.5,"83,827.30",197.1,443.9,692.3
1/21/1982,376,314.3,"84,674.30",199.9,446.7,692.2
1/22/1982,377.3,315.3,"85,703.50",201.4,450.7,700.3
1/25/1982,372,315.2,"85,503.70",200.4,446.5,697.1
1/26/1982,376.5,319,"85,263.10",201.3,446.2,691.4
1/27/1982,381.8,323.5,"87,765.10",204.4,458,709.7
1/28/1982,383.5,325,"88,191.40",204.9,456.8,709.2
1/29/1982,387,327.9,"88,640.00",205.7,464.5,717.2
2/1/1982,379.5,322.9,"88,670.30",203.9,457.8,715.2
2/2/1982,379.2,322.6,"87,716.10",203.5,453.5,708.6
2/3/1982,378,321.6,"88,872.40",203.2,456.9,717.7
2/4/1982,383.8,326.5,"89,344.70",205.2,461.9,721.1
2/5/1982,384.3,327,"89,765.00",206.7,463.4,725.5
2/8/1982,379.8,324.3,"89,559.80",204,461.1,724
2/9/1982,378.5,323.2,"89,369.80",205.5,459.9,723.4
2/10/1982,382.2,326.3,"90,395.10",206.9,464.3,728.4
2/11/1982,380,324.5,"89,581.00",205.5,459.6,721.2
2/12/1982,377.5,322.3,"90,218.60",205.2,461.3,725
2/15/1982,375.3,325.5,"90,426.60",204.2,456.8,720.9
2/16/1982,375.3,325.5,"90,583.90",204.9,458.3,720
2/17/1982,374,324.4,"90,320.50",203.8,457.3,719.5
2/18/1982,369.3,320.2,"87,097.10",200,445.5,697.8
2/19/1982,369.3,320.2,"86,010.20",199.2,448.1,695
2/22/1982,364.3,310.3,"83,985.00",195.7,439.4,676.6
2/23/1982,361,307.6,"84,638.40",197.1,439.9,677.1
2/24/1982,362.8,309,"84,927.30",198.2,442.4,679.8
2/25/1982,366.5,312.2,"86,806.70",199.9,449.1,691.9
2/26/1982,362.6,308.9,"85,939.70",199.1,446.2,687.9
3/1/1982,361.3,315.2,"85,367.30",198.3,440.3,679.9
3/2/1982,361.3,315.2,"86,247.60",199.2,444.7,682.4
